date          ibm           vw         ew
19800417     0.00244     -0.0049     -0.0067
19800418     0.00000     -0.0034      0.0005
19800421     0.00000     -0.0083     -0.0097
19800422     0.05122      0.0345      0.0212
19800423    -0.00696      0.0041      0.0085
19800424     0.00467      0.0079      0.0096
19800425     0.03023      0.0053     -0.0020
19800428    -0.01580      0.0043      0.0045
19800429     0.00688      0.0037      0.0047
19800430     0.00000      0.0034      0.0037
19800501    -0.00911     -0.0059     -0.0013
19800502    -0.00690      0.0019      0.0028
19800505     0.02546      0.0080      0.0048
19800506    -0.00903      0.0010      0.0043
19800507     0.00456      0.0084      0.0094
19800508    -0.00707     -0.0071     -0.0003
19800509    -0.03248     -0.0115     -0.0024
19800512     0.00240      0.0002      0.0002
19800513     0.01914      0.0127      0.0070
19800514    -0.00469      0.0069      0.0081
19800515    -0.00943      0.0018      0.0049
19800516     0.00952      0.0047      0.0042
19800519     0.00708      0.0028      0.0020
19800520    -0.01171     -0.0005      0.0012
19800521     0.00237      0.0014      0.0012
19800522     0.01655      0.0124      0.0088
19800523     0.01860      0.0152      0.0102
19800527     0.00913      0.0075      0.0048
19800528     0.02036      0.0065      0.0029
19800529    -0.03548     -0.0146     -0.0045
19800530     0.01839      0.0074      0.0031
19800602     0.01129     -0.0021     -0.0007
19800603     0.00670     -0.0016     -0.0003
19800604     0.03104      0.0175      0.0085
19800605    -0.01935      0.0024      0.0039
19800606     0.00219      0.0047      0.0046
19800609    -0.00656      0.0043      0.0030
19800610     0.01322      0.0081      0.0037
19800611     0.00870      0.0113      0.0055
19800612     0.00000     -0.0027     -0.0001
19800613     0.01509      0.0032      0.0066
19800616     0.02548      0.0019      0.0015
19800617    -0.02484      0.0008      0.0022
19800618     0.01274      0.0015      0.0003
19800619    -0.02935     -0.0127     -0.0034
19800620     0.00000     -0.0038     -0.0008
19800623     0.01728      0.0042      0.0038
19800624     0.00849      0.0062      0.0047
19800625     0.00632      0.0127      0.0079
19800626    -0.00837     -0.0033      0.0008
19800627     0.00844     -0.0006      0.0020
19800630    -0.01674     -0.0142     -0.0066
19800701     0.01277      0.0060      0.0030
19800702     0.01891      0.0069      0.0057
19800703     0.00825      0.0140      0.0102
19800707     0.01431      0.0077      0.0047
19800708    -0.00403     -0.0026      0.0006
19800709    -0.00405      0.0011      0.0038
19800710     0.00203     -0.0077     -0.0007
19800711     0.01826      0.0075      0.0056
19800714     0.03586      0.0172      0.0115
19800715    -0.01923     -0.0046      0.0015
19800716     0.00784      0.0024      0.0044
19800717     0.02140      0.0144      0.0100
19800718    -0.00762      0.0036      0.0069
19800721     0.01344      0.0037      0.0034
19800722    -0.01326     -0.0024     -0.0008
19800723    -0.00384     -0.0010     -0.0002
19800724    -0.00193     -0.0006      0.0018
19800725    -0.00579     -0.0073     -0.0012
19800728     0.00971      0.0047      0.0026
19800729     0.00192      0.0079      0.0067
19800730     0.00576      0.0006      0.0073
19800731    -0.00382     -0.0039     -0.0012
19800801    -0.00192     -0.0017      0.0041
19800804    -0.00576     -0.0034     -0.0016
19800805    -0.00772     -0.0000      0.0027
19800806     0.02140      0.0067      0.0065
19800807     0.01501      0.0146      0.0096
19800808    -0.00760      0.0032      0.0040
19800811     0.02299      0.0097      0.0057
19800812     0.00000     -0.0072     -0.0030
19800813     0.00000     -0.0025      0.0020
19800814     0.03184      0.0153      0.0109
19800815    -0.00181      0.0038      0.0059
19800818    -0.03455     -0.0179     -0.0116
19800819    -0.00565     -0.0058     -0.0038
19800820     0.01326      0.0108      0.0072
19800821     0.00935      0.0150      0.0135
19800822    -0.00185      0.0059      0.0083
19800825    -0.00371     -0.0046      0.0003
19800826    -0.00559     -0.0011      0.0036
19800827    -0.01311     -0.0091     -0.0012
19800828    -0.01328     -0.0113     -0.0053
19800829     0.00769      0.0029      0.0051
19800902     0.00954      0.0105      0.0081
19800903     0.02079      0.0195      0.0135
19800904    -0.01296     -0.0035      0.0023
19800905    -0.00188     -0.0028      0.0030
19800908    -0.03383     -0.0113     -0.0023
19800909     0.02918      0.0057      0.0032
19800910    -0.00567      0.0073      0.0090
19800911     0.00951      0.0076      0.0088
19800912    -0.00753      0.0012      0.0062
19800915     0.00380      0.0008      0.0029
19800916    -0.00756      0.0092      0.0091
19800917     0.02476      0.0149      0.0121
19800918    -0.01115     -0.0035      0.0012
19800919     0.00752      0.0056      0.0090
19800922     0.01679      0.0082      0.0034
19800923    -0.01835     -0.0062     -0.0062
19800924     0.00935      0.0065      0.0008
19800925    -0.02037     -0.0113     -0.0030
19800926    -0.02268     -0.0198     -0.0160
19800929    -0.01354     -0.0239     -0.0237
19800930     0.00588      0.0155      0.0109
19801001     0.02339      0.0139      0.0067
19801002    -0.00381      0.0074      0.0064
19801003     0.01338      0.0110      0.0114
19801006     0.02642      0.0174      0.0115
19801007    -0.00368     -0.0045     -0.0000
19801008     0.03321      0.0050      0.0063
19801009     0.00179     -0.0031      0.0023
19801010    -0.01248     -0.0038      0.0016
19801013     0.01805      0.0121      0.0076
19801014    -0.01064      0.0003      0.0030
19801015     0.00896      0.0127      0.0061
19801016    -0.02487     -0.0114     -0.0045
19801017    -0.00911     -0.0044     -0.0024
19801020     0.00735      0.0071      0.0018
19801021    -0.00730     -0.0057     -0.0028
19801022    -0.00368      0.0019      0.0053
19801023    -0.02768     -0.0177     -0.0079
19801024     0.01139      0.0024      0.0034
19801027    -0.00750     -0.0139     -0.0062
19801028     0.00756      0.0010     -0.0020
19801029    -0.01689     -0.0021      0.0019
19801030    -0.00573     -0.0149     -0.0065
19801031     0.02303      0.0102      0.0035
19801103     0.01313      0.0117      0.0044
19801105     0.02756      0.0170      0.0113
19801106    -0.02920     -0.0177     -0.0114
19801107     0.00940      0.0018     -0.0021
19801110     0.00186      0.0026      0.0004
19801111    -0.00186      0.0127      0.0080
19801112     0.05587      0.0232      0.0128
19801113     0.00529      0.0152      0.0104
19801114     0.00526      0.0054      0.0067
19801117     0.00000      0.0042      0.0004
19801118     0.00524      0.0142      0.0074
19801119    -0.00868     -0.0032      0.0028
19801120     0.00876      0.0095      0.0057
19801121    -0.02257     -0.0076     -0.0028
19801124     0.00000     -0.0057     -0.0057
19801125    -0.01243      0.0085      0.0059
19801126    -0.01079      0.0058      0.0049
19801128    -0.00909      0.0036      0.0049
19801201    -0.02385     -0.0212     -0.0107
19801202     0.02068     -0.0027     -0.0056
19801203     0.00184     -0.0006      0.0038
19801204     0.00551     -0.0010      0.0050
19801205    -0.01280     -0.0191     -0.0104
19801208    -0.01667     -0.0265     -0.0278
19801209    -0.00377     -0.0017     -0.0076
19801210    -0.03592     -0.0158     -0.0091
19801211     0.01176     -0.0113     -0.0236
19801212     0.01938      0.0149      0.0105
19801215    -0.01901      0.0016      0.0021
19801216     0.02713      0.0075     -0.0014
19801217    -0.01509      0.0162      0.0075
19801218    -0.02490      0.0041      0.0069
19801219     0.01572      0.0071      0.0081
19801222     0.03868      0.0138      0.0080
19801223     0.00186     -0.0029      0.0014
19801224     0.01859      0.0041      0.0041
19801226     0.00730      0.0049      0.0042
19801229    -0.01449     -0.0104     -0.0057
19801230     0.00919      0.0020      0.0012
19801231    -0.01093      0.0040      0.0099
19810102     0.01842      0.0061      0.0095
19810105     0.01627      0.0098      0.0106
19810106     0.01779      0.0004      0.0054
19810107    -0.02797     -0.0258     -0.0324
19810108    -0.02698     -0.0132     -0.0052
19810109    -0.00370      0.0043      0.0089
19810112    -0.00928      0.0010      0.0045
19810113    -0.00375     -0.0022     -0.0007
19810114     0.00376      0.0031      0.0057
19810115    -0.01498      0.0059      0.0042
19810116     0.01711      0.0052      0.0057
19810119    -0.00374     -0.0023      0.0021
19810120    -0.02439     -0.0184     -0.0107
19810121     0.00192     -0.0030     -0.0029
19810122     0.00192     -0.0076     -0.0047
19810123    -0.00383      0.0001      0.0017
19810126     0.00000     -0.0045     -0.0040
19810127     0.00769      0.0104      0.0047
19810128    -0.01336     -0.0042      0.0010
19810129     0.00387     -0.0003      0.0026
19810130    -0.00771     -0.0047      0.0011
19810202    -0.01553     -0.0219     -0.0186
19810203     0.01381      0.0110      0.0011
19810204     0.00389      0.0028      0.0048
19810205     0.00558      0.0098      0.0079
19810206     0.00391      0.0086      0.0072
19810209    -0.01167     -0.0092     -0.0028
19810210    -0.00787     -0.0009     -0.0012
19810211    -0.00595     -0.0069     -0.0024
19810212    -0.01397     -0.0059     -0.0045
19810213     0.00000     -0.0023     -0.0017
19810217     0.00405      0.0047     -0.0001
19810218     0.00000      0.0046      0.0018
19810219    -0.01210     -0.0139     -0.0080
19810220    -0.01224     -0.0010     -0.0020
19810223     0.02479      0.0061      0.0018
19810224     0.00202      0.0022      0.0029
19810225     0.03421      0.0072     -0.0000
19810226     0.00778      0.0119      0.0087
19810227    -0.00772      0.0097      0.0082
19810302    -0.00973      0.0063      0.0038
19810303    -0.01768     -0.0088     -0.0016
19810304    -0.01000      0.0020      0.0025
19810305     0.00202     -0.0049      0.0012
19810306    -0.00202     -0.0004      0.0030
19810309     0.01818      0.0081      0.0036
19810310    -0.00794     -0.0045     -0.0023
19810311    -0.00400     -0.0028     -0.0018
19810312     0.02811      0.0226      0.0117
19810313    -0.01172      0.0008      0.0058
19810316     0.02174      0.0108      0.0064
19810317    -0.00580     -0.0042     -0.0002
19810318     0.00778      0.0026      0.0042
19810319    -0.01544     -0.0042      0.0032
19810320    -0.00980      0.0069      0.0087
19810323    -0.00396      0.0109      0.0060
19810324    -0.00994     -0.0052     -0.0001
19810325     0.02610      0.0159      0.0090
19810326    -0.01174     -0.0039      0.0019
19810327    -0.02178     -0.0097     -0.0025
19810330    -0.00405     -0.0022     -0.0002
19810331     0.01423      0.0106      0.0075
19810401     0.01002      0.0058      0.0052
19810402    -0.01389      0.0002      0.0029
19810403    -0.01610     -0.0043      0.0027
19810406    -0.01227     -0.0108     -0.0066
19810407    -0.00621      0.0000      0.0018
19810408     0.00000      0.0036      0.0039
19810409     0.02917      0.0040      0.0051
19810410    -0.01619      0.0005      0.0046
19810413    -0.01029     -0.0102     -0.0053
19810414    -0.01663     -0.0049     -0.0037
19810415     0.00846      0.0105      0.0064
19810416     0.00629      0.0047      0.0082
19810420     0.02708      0.0054      0.0034
19810421    -0.01826     -0.0088     -0.0027
19810422    -0.00207     -0.0005      0.0009
19810423     0.00000     -0.0002      0.0030
19810424     0.00414      0.0081      0.0066
19810427     0.00825      0.0025      0.0017
19810428    -0.01227     -0.0091     -0.0081
19810429    -0.01242     -0.0088     -0.0060
19810430    -0.01677      0.0007      0.0028
19810501     0.00853     -0.0010     -0.0003
19810504    -0.01268     -0.0148     -0.0138
19810505    -0.01071     -0.0032     -0.0064
19810506     0.00216      0.0045      0.0025
19810507     0.00622      0.0078      0.0054
19810508     0.00871      0.0015      0.0047
19810511    -0.03240     -0.0135     -0.0075
19810512     0.01339      0.0070      0.0008
19810513     0.00000      0.0005      0.0029
19810514    -0.00220      0.0064      0.0055
19810515    -0.00442      0.0069      0.0059
19810518     0.00665      0.0021      0.0020
19810519    -0.00220     -0.0028     -0.0024
19810520    -0.00442      0.0017      0.0033
19810521    -0.01330     -0.0005      0.0013
19810522    -0.00225      0.0001      0.0038
19810526     0.01126      0.0098      0.0044
19810527     0.03118      0.0071      0.0063
19810528     0.00216     -0.0014      0.0043
19810529     0.01293     -0.0046      0.0037
19810601     0.02553     -0.0020      0.0009
19810602    -0.00622     -0.0140     -0.0111
19810603    -0.01253      0.0005     -0.0030
19810604    -0.01903      0.0021      0.0027
19810605     0.00647      0.0091      0.0049
19810608    -0.00214     -0.0001     -0.0001
19810609    -0.01502     -0.0027     -0.0033
19810610     0.00654      0.0028      0.0019
19810611     0.02165      0.0106      0.0083
19810612     0.00636      0.0000      0.0039
19810615     0.00842      0.0007      0.0017
19810616    -0.01670     -0.0110     -0.0086
19810617    -0.00637      0.0076      0.0007
19810618    -0.01496     -0.0111     -0.0048
19810619    -0.00217      0.0047      0.0026
19810622     0.01087     -0.0019     -0.0010
19810623     0.02151      0.0098      0.0035
19810624     0.00211     -0.0048     -0.0012
19810625    -0.00840      0.0020      0.0012
19810626    -0.00424     -0.0010      0.0005
19810629    -0.01489     -0.0063     -0.0054
19810630     0.00000     -0.0058     -0.0071
19810701    -0.01728     -0.0092     -0.0068
19810702     0.00000     -0.0091     -0.0069
19810706     0.00220     -0.0109     -0.0139
19810707     0.00000      0.0039     -0.0041
19810708    -0.00658      0.0014     -0.0009
19810709     0.00000      0.0072      0.0065
19810710    -0.00442      0.0014      0.0048
19810713    -0.00887      0.0018      0.0011
19810714     0.01790     -0.0001     -0.0044
19810715    -0.00440      0.0044      0.0044
19810716     0.00000      0.0027      0.0032
19810717    -0.00883      0.0034      0.0043
19810720    -0.01336     -0.0149     -0.0124
19810721     0.00226     -0.0040     -0.0088
19810722    -0.00676     -0.0080     -0.0037
19810723    -0.00454      0.0016     -0.0020
19810724     0.00228      0.0084      0.0061
19810727     0.01136      0.0086      0.0046
19810728    -0.00449     -0.0052     -0.0023
19810729     0.00000      0.0002      0.0014
19810730     0.01806      0.0058      0.0042
19810731    -0.00443      0.0075      0.0066
19810803     0.00668     -0.0030     -0.0040
19810804     0.03097      0.0046     -0.0010
19810805     0.00215      0.0115      0.0048
19810806    -0.01096      0.0019      0.0029
19810807     0.00220     -0.0041     -0.0010
19810810     0.01535      0.0039     -0.0027
19810811     0.01512      0.0094      0.0037
19810812    -0.01489     -0.0019      0.0016
19810813     0.00648      0.0017      0.0011
19810814    -0.00429     -0.0061     -0.0017
19810817    -0.02155     -0.0095     -0.0093
19810818    -0.00220     -0.0103     -0.0114
19810819     0.00662      0.0026      0.0009
19810820     0.00439      0.0021      0.0013
19810821    -0.00655     -0.0096     -0.0049
19810824    -0.01758     -0.0294     -0.0249
19810825     0.00000     -0.0045     -0.0148
19810826    -0.00671     -0.0009     -0.0012
19810827    -0.00450     -0.0101     -0.0074
19810828     0.01131      0.0051      0.0025
19810831    -0.01342     -0.0108     -0.0080
19810901     0.01587      0.0020     -0.0060
19810902    -0.00446      0.0031      0.0016
19810903    -0.02018     -0.0193     -0.0144
19810904    -0.01144     -0.0097     -0.0112
19810908     0.00000     -0.0201     -0.0242
19810909     0.00231      0.0025     -0.0009
19810910     0.01155      0.0156      0.0126
19810911     0.01826      0.0122      0.0126
19810914     0.00224     -0.0074     -0.0006
19810915    -0.00671     -0.0061     -0.0012
19810916    -0.01126     -0.0084     -0.0094
19810917    -0.01367     -0.0149     -0.0111
19810918    -0.00231     -0.0085     -0.0087
19810921     0.01620      0.0058     -0.0013
19810922    -0.00911     -0.0042     -0.0035
19810923     0.00230     -0.0116     -0.0196
19810924     0.00229     -0.0037     -0.0011
19810925    -0.01831     -0.0240     -0.0299
19810928     0.02331      0.0207     -0.0020
19810929    -0.03189      0.0087      0.0212
19810930     0.01882      0.0030      0.0079
19811001    -0.00231      0.0080      0.0078
19811002     0.01852      0.0204      0.0178
19811005     0.00227      0.0032      0.0077
19811006    -0.01587     -0.0007      0.0015
19811007     0.01382      0.0159      0.0144
19811008     0.00909      0.0092      0.0114
19811009     0.00676     -0.0048      0.0036
19811012    -0.00671     -0.0018      0.0013
19811013    -0.03153     -0.0017      0.0007
19811014    -0.02326     -0.0156     -0.0101
19811015    -0.00476      0.0058      0.0013
19811016    -0.01914     -0.0031      0.0011
19811019     0.00000     -0.0017     -0.0031
19811020     0.00732      0.0102      0.0049
19811021    -0.00484     -0.0008      0.0024
19811022    -0.00487     -0.0029     -0.0034
19811023    -0.00244     -0.0074     -0.0036
19811026    -0.00735     -0.0038     -0.0057
19811027     0.00247      0.0097      0.0062
19811028    -0.02463      0.0022      0.0037
19811029    -0.01010     -0.0037     -0.0016
19811030     0.05102      0.0225      0.0114
19811102     0.02913      0.0196      0.0122
19811103     0.00000      0.0053      0.0053
19811104     0.00443      0.0013      0.0032
19811105    -0.01671     -0.0063      0.0002
19811106    -0.01214     -0.0045     -0.0003
19811109     0.01474      0.0040     -0.0008
19811110     0.01211     -0.0035     -0.0011
19811111     0.00478      0.0020      0.0001
19811112     0.00476      0.0025      0.0036
19811113    -0.02133     -0.0117     -0.0031
19811116    -0.01211     -0.0126     -0.0135
19811117     0.00000      0.0060     -0.0010
19811118    -0.01225     -0.0042     -0.0012
19811119     0.00000      0.0048     -0.0015
19811120     0.00496      0.0092      0.0067
19811123    -0.00247     -0.0006     -0.0017
19811124     0.03465      0.0133      0.0033
19811125     0.00718      0.0040      0.0047
19811127     0.03563      0.0083      0.0048
19811130     0.00000      0.0087      0.0013
19811201    -0.00688     -0.0021     -0.0022
19811202    -0.02079     -0.0101     -0.0044
19811203     0.01887      0.0037     -0.0001
19811204     0.01157      0.0072      0.0059
19811207    -0.02059     -0.0077     -0.0061
19811208    -0.00467     -0.0047     -0.0086
19811209     0.01174      0.0054      0.0010
19811210     0.01392      0.0022      0.0014
19811211    -0.00458     -0.0056     -0.0004
19811214    -0.01839     -0.0157     -0.0131
19811215     0.00468      0.0010     -0.0011
19811216     0.00932     -0.0033     -0.0003
19811217     0.03002      0.0043      0.0030
19811218     0.01794      0.0066      0.0066
19811221    -0.00661     -0.0043     -0.0040
19811222     0.00887     -0.0036     -0.0028
19811223    -0.01319     -0.0034     -0.0001
19811224     0.01559      0.0025      0.0042
19811228    -0.00877     -0.0025     -0.0035
19811229    -0.00885     -0.0053     -0.0050
19811230     0.02232      0.0042      0.0026
19811231    -0.00655      0.0036      0.0093
19820104     0.02418      0.0018      0.0039
19820105    -0.02146     -0.0202     -0.0120
19820106    -0.00439     -0.0078     -0.0060
19820107     0.00000     -0.0026      0.0011
19820108     0.0          0.0051      0.0063
19820111     0.00000     -0.0231     -0.0145
19820112     0.01322     -0.0048     -0.0085
19820113    -0.00217     -0.0128     -0.0071
19820114     0.02614      0.0052      0.0006
19820115     0.01486      0.0065      0.0057
19820118     0.03556      0.0059      0.0003
19820119    -0.01414     -0.0092     -0.0027
19820120     0.00820     -0.0062     -0.0018
19820121     0.01626      0.0028      0.0023
19820122    -0.01400     -0.0037      0.0000
19820125     0.00609     -0.0031     -0.0087
19820126    -0.00403     -0.0020     -0.0011
19820127     0.01417      0.0043      0.0005
19820128     0.02794      0.0263      0.0158
19820129    -0.01165      0.0118      0.0106
19820201    -0.01572     -0.0182     -0.0091
19820202     0.00599      0.0032      0.0020
19820203    -0.00397     -0.0090     -0.0009
19820204     0.02167     -0.0012     -0.0017
19820205     0.00000      0.0079      0.0067
19820208    -0.02767     -0.0216     -0.0161
19820209    -0.00203     -0.0087     -0.0110
19820210     0.00815      0.0066      0.0021
19820211    -0.01010     -0.0010     -0.0019
19820212    -0.00408     -0.0002      0.0014
19820216     0.02049     -0.0040     -0.0081
19820217     0.00000     -0.0014     -0.0002
19820218     0.00803      0.0011     -0.0012
19820219    -0.00598     -0.0042     -0.0033
19820222    -0.03206     -0.0123     -0.0069
19820223     0.00828     -0.0017     -0.0089
19820224     0.01848      0.0147      0.0048
19820225    -0.00605     -0.0002      0.0050
19820226     0.00406     -0.0014     -0.0010
19820301     0.00404      0.0031      0.0018
19820302    -0.01811     -0.0039     -0.0003
19820303    -0.01844     -0.0151     -0.0132
19820304    -0.01253     -0.0103     -0.0128
19820305    -0.01057     -0.0066     -0.0117
19820308    -0.01709     -0.0165     -0.0146
19820309     0.01957      0.0078     -0.0056
19820310     0.00640      0.0059      0.0049
19820311    -0.01271     -0.0011     -0.0004
19820312    -0.00644     -0.0080     -0.0061
19820315     0.01728      0.0053     -0.0008
19820316    -0.02548     -0.0004      0.0032
19820317     0.00000     -0.0011      0.0010
19820318     0.00871      0.0120      0.0107
19820319    -0.00432      0.0033      0.0078
19820322     0.02603      0.0196      0.0137
19820323     0.00634      0.0062      0.0068
19820324    -0.00630     -0.0042      0.0012
19820325     0.01057      0.0033      0.0053
19820326    -0.01255     -0.0087     -0.0015
19820329     0.01483      0.0016      0.0010
19820330     0.00835      0.0005      0.0005
19820331    -0.01035     -0.0017      0.0015
19820401     0.02092      0.0142      0.0087
19820402     0.00820      0.0110      0.0070
19820405     0.00000     -0.0028     -0.0001
19820406     0.00407      0.0053      0.0023
19820407     0.00000      0.0020      0.0038
19820408     0.00810      0.0067      0.0051
19820412    -0.00201     -0.0014     -0.0013
19820413    -0.00201      0.0003      0.0013
19820414     0.02621     -0.0011     -0.0003
19820415     0.01572      0.0039      0.0035
19820416    -0.00193      0.0049      0.0048
19820419    -0.01163     -0.0006      0.0005
19820420    -0.00784     -0.0091     -0.0023
19820421     0.00988      0.0023      0.0023
19820422     0.00783      0.0109      0.0067
19820423     0.02136      0.0113      0.0073
19820426     0.00380      0.0049      0.0042
19820427    -0.01326     -0.0088     -0.0029
19820428    -0.00384     -0.0053     -0.0006
19820429    -0.01156     -0.0083     -0.0028
19820430     0.00195      0.0019      0.0032
19820503     0.00389      0.0032     -0.0001
19820504     0.00388      0.0065      0.0042
19820505     0.00579      0.0014      0.0006
19820506     0.00937      0.0087      0.0066
19820507    -0.00193      0.0077      0.0062
19820510    -0.01351     -0.0068     -0.0033
19820511     0.00783      0.0088      0.0045
19820512    -0.00777     -0.0028      0.0001
19820513    -0.00391     -0.0055      0.0001
19820514     0.00000     -0.0007      0.0016
19820517    -0.01179     -0.0102     -0.0068
19820518    -0.00199     -0.0077     -0.0060
19820519    -0.00398     -0.0072     -0.0052
19820520     0.00800     -0.0038     -0.0062
19820521    -0.00595      0.0022     -0.0005
19820524    -0.00599     -0.0003     -0.0030
19820525    -0.00602     -0.0025     -0.0012
19820526     0.00202     -0.0120     -0.0104
19820527     0.00000     -0.0040     -0.0039
19820528    -0.00806     -0.0030      0.0008
19820601     0.00407     -0.0038     -0.0061
19820602     0.00405      0.0030      0.0005
19820603    -0.00806     -0.0021     -0.0020
19820604    -0.02033     -0.0149     -0.0095
19820607    -0.00415     -0.0012     -0.0055
19820608    -0.02917     -0.0043     -0.0041
19820609    -0.00215     -0.0066     -0.0091
19820610     0.01075      0.0043      0.0004
19820611     0.01489      0.0159      0.0111
19820614    -0.00839     -0.0111     -0.0068
19820615     0.01057     -0.0033     -0.0058
19820616    -0.00418     -0.0056     -0.0012
19820617    -0.01681     -0.0103     -0.0084
19820618    -0.00214     -0.0049     -0.0046
19820621     0.00428     -0.0002     -0.0015
19820622     0.02132      0.0088      0.0032
19820623     0.02088      0.0161      0.0104
19820624    -0.01022     -0.0019      0.0025
19820625    -0.00413     -0.0058     -0.0025
19820628     0.01452      0.0079      0.0021
19820629     0.00000     -0.0002     -0.0027
19820630    -0.00818     -0.0033      0.0029
19820701     0.00000     -0.0075     -0.0041
19820702    -0.01031     -0.0071     -0.0026
19820706     0.00625     -0.0034     -0.0041
19820707     0.01035     -0.0016     -0.0024
19820708     0.00820      0.0007     -0.0035
19820709     0.01626      0.0116      0.0087
19820712     0.01600      0.0066      0.0050
19820713     0.01575     -0.0008     -0.0003
19820714     0.03682      0.0064     -0.0016
19820715    -0.00187      0.0008      0.0015
19820716     0.00000      0.0050      0.0027
19820719    -0.01311     -0.0017     -0.0003
19820720     0.02277      0.0058      0.0025
19820721     0.00186      0.0004      0.0031
19820722    -0.01296      0.0010      0.0024
19820723    -0.00188     -0.0018      0.0021
19820726    -0.00940     -0.0065     -0.0037
19820727    -0.00569     -0.0075     -0.0030
19820728    -0.00954     -0.0151     -0.0116
19820729     0.00963     -0.0013     -0.0049
19820730     0.00191     -0.0042     -0.0003
19820802     0.01714      0.0159      0.0049
19820803    -0.01124     -0.0078     -0.0025
19820804    -0.00568     -0.0140     -0.0088
19820805    -0.01356     -0.0073     -0.0077
19820806    -0.01174     -0.0116     -0.0068
19820809     0.00198     -0.0074     -0.0147
19820810    -0.00395     -0.0016     -0.0020
19820811    -0.00992     -0.0029     -0.0057
19820812    -0.00200     -0.0029     -0.0033
19820813     0.01004      0.0110      0.0011
19820816     0.00000      0.0039      0.0051
19820817     0.04970      0.0411      0.0156
19820818    -0.00379      0.0021      0.0130
19820819     0.00380      0.0024      0.0008
19820820     0.03409      0.0312      0.0148
19820823     0.01648      0.0259      0.0142
19820824    -0.01441     -0.0018      0.0067
19820825     0.01097      0.0203      0.0169
19820826     0.00000      0.0108      0.0166
19820827    -0.00181     -0.0102     -0.0005
19820830     0.01268      0.0039      0.0002
19820831     0.00894      0.0147      0.0078
19820901    -0.01064     -0.0082     -0.0035
19820902     0.02330      0.0156      0.0100
19820903     0.01051      0.0184      0.0111
19820907     0.00520     -0.0095     -0.0032
19820908     0.00000      0.0066      0.0043
19820909    -0.00862      0.0001      0.0040
19820910    -0.00696     -0.0074     -0.0017
19820913     0.02102      0.0085      0.0019
19820914    -0.00515      0.0085      0.0062
19820915     0.01207      0.0083      0.0052
19820916     0.01022     -0.0014      0.0026
19820917     0.00000     -0.0086     -0.0013
19820920     0.00843     -0.0009     -0.0033
19820921     0.02676      0.0171      0.0090
19820922    -0.01629     -0.0046      0.0022
19820923     0.01159     -0.0019     -0.0015
19820924    -0.00491     -0.0027      0.0024
19820927     0.00822      0.0017     -0.0006
19820928    -0.00489     -0.0019     -0.0000
19820929    -0.01967     -0.0118     -0.0071
19820930    -0.01839     -0.0084     -0.0035
19821001     0.01022      0.0111      0.0056
19821004     0.00506     -0.0027     -0.0034
19821005     0.00839      0.0044      0.0029
19821006     0.05158      0.0290      0.0135
19821007     0.01741      0.0213      0.0139
19821008     0.00933      0.0178      0.0110
19821011     0.02928      0.0231      0.0152
19821012    -0.00898      0.0004      0.0013
19821013     0.00906      0.0185      0.0208
19821014    -0.04042     -0.0127      0.0045
19821015    -0.00780     -0.0057      0.0029
19821018     0.04403      0.0204      0.0114
19821019    -0.01054     -0.0002      0.0020
19821020     0.02892      0.0186      0.0126
19821021    -0.00888      0.0000      0.0052
19821022    -0.01194      0.0006      0.0101
19821025    -0.03323     -0.0358     -0.0178
19821026     0.02500      0.0053     -0.0050
19821027    -0.00457      0.0086      0.0114
19821028    -0.02450     -0.0099      0.0008
19821029     0.00314      0.0022      0.0041
19821101     0.02034      0.0122      0.0074
19821102     0.00460      0.0157      0.0127
19821103     0.04122      0.0358      0.0208
19821104    -0.00457     -0.0031      0.0068
19821105     0.00298      0.0046      0.0080
19821108    -0.01039     -0.0093      0.0006
19821109     0.02849      0.0171      0.0144
19821110    -0.01603     -0.0102      0.0011
19821111     0.01185      0.0045      0.0056
19821112    -0.02343     -0.0102      0.0056
19821115    -0.01349     -0.0170     -0.0112
19821116    -0.00152     -0.0132     -0.0151
19821117     0.02283      0.0167      0.0104
19821118    -0.00298      0.0047      0.0070
19821119    -0.00299     -0.0065      0.0024
19821122    -0.03593     -0.0189     -0.0098
19821123     0.00932     -0.0077     -0.0053
19821124     0.01846      0.0072      0.0049
19821126     0.00755      0.0072      0.0067
19821129    -0.01049     -0.0046     -0.0015
19821130     0.04848      0.0279      0.0127
19821201     0.00000      0.0036      0.0087
19821202     0.02023      0.0001      0.0026
19821203     0.00000     -0.0004      0.0018
19821206     0.05099      0.0183      0.0063
19821207     0.02561      0.0066      0.0055
19821208    -0.00657     -0.0043      0.0015
19821209    -0.00926     -0.0112     -0.0060
19821210    -0.00935     -0.0051     -0.0061
19821213     0.01213      0.0020     -0.0003
19821214    -0.03063     -0.0154     -0.0070
19821215    -0.01786     -0.0162     -0.0168
19821216     0.01538     -0.0007     -0.0027
19821217     0.02893      0.0146      0.0093
19821220    -0.00937     -0.0076     -0.0039
19821221     0.03514      0.0138      0.0033
19821222    -0.02350      0.0028      0.0051
19821223     0.00134      0.0062      0.0071
19821227     0.02937      0.0143      0.0060
19821228    -0.01297     -0.0078     -0.0011
19821229     0.01577      0.0035      0.0031
19821230    -0.00517     -0.0049      0.0010
19821231     0.00130      0.0037      0.0093
19830103    -0.03377     -0.0140     -0.0023
19830104     0.02823      0.0171      0.0086
